2022-04-25,,,7.520490555555555,,,,,,,,,,,,,,,,,,0.027081666666666667,,,,,,,,,0.008269444444444444,1.7200916666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26,,,12.9387125,,,,,,,,,,,,,,,,,,0.0015866666666666666,,,,,,,,,0.0026827777777777774,2.2898905555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27,,,9.069782222222223,,,,,,,,,,,,,,,,,,0.0036347222222222223,,,,,,,,,0.017794444444444446,1.386388611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,,,11.333484444444446,,,,,,,,,2.999011388888889,,,,,,,,,0.196535,,,,,,,,,0.003115277777777778,3.382488611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29,,,6.889882777777777,,,,,,,,,2.4288555555555553,,,,,,,,,0.12049055555555553,,,,,,,,,0.0,1.9368308333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,,,3.415663611111111,,,,,,,,,0.4467552777777778,,,,,,,,,0.0589611111111111,,,,,,,,,0.00761388888888889,2.311438611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,,,5.916600833333334,,,,,,,,,3.2981499999999997,,,,,,,,,1.299942777777778,,,,,,,,,0.0,2.9361183333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,,,3.4233058333333335,,,,,,,,,4.430237222222223,,,,,,,,,1.2198725,,,,,,,,,0.00035666666666666664,2.0217275000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03,,,11.036106666666665,,,,,,,,,2.0655980555555553,,,,,,,,,0.44857749999999996,,,,,,,,,0.0,2.611101666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,,,3.5226177777777776,,,,,,,,,2.954888888888889,,,,,,,,,1.3728955555555555,,,,,,,,,0.0014172222222222223,2.872333055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,,,8.28619638888889,,,,,,,,,1.1348522222222222,,,,,,,,,0.046289166666666666,,,,,,,,,0.004155555555555555,2.688403611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,,,8.33197027777778,,,,,,,,,1.782526111111111,,,,,,,,,0.14459611111111112,,,,,,,,,0.0012416666666666665,1.5869619444444447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,,,5.406572222222222,,,,,,,,,0.7198472222222223,,,,,,,,,0.9426713888888889,,,,,,0.0,,,0.005530277777777777,1.3404644444444447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-08,,,2.8480969444444444,,,,,,,,,3.6904452777777776,,,,,,,,,1.1032083333333331,,,,,,0.0,,,0.0,7.058693333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,,,7.257728888888888,,,,,,,,,6.166967222222223,,,,,,,,,0.005783055555555555,,,,,,0.0024766666666666665,,,0.0319375,6.413177222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,,,9.200272777777776,,,,,,,,,9.0272675,,,,,,,,,0.0031094444444444446,,,,,,0.0,,,0.03629888888888889,5.185553611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,,,3.9948383333333335,,,,,,,,,7.955257777777778,,,,,,,,,0.8899622222222222,,,,,,0.007293055555555556,,,0.012233055555555554,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,,,11.085858611111112,,,,,,,,,3.7103325,,,,,,,,0.004814166666666666,0.008289166666666667,,,,,,0.0,,,0.001626388888888889,0.10225444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,,,2.190318333333333,,,,,,,,,0.08760444444444444,,,,,,,,0.0,0.04902416666666666,,,,,,0.0005519444444444445,,,0.002567222222222222,16.023545555555554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,,,2.829241388888889,,,,,,,,,0.8473922222222221,,,,,,,,0.0,0.5842330555555556,,,,,,0.0034069444444444446,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15,,,6.184126111111112,,,,,,,,,2.510350833333333,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0023505555555555554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,,,3.5441455555555557,,,,,,,,,1.8013813888888888,,,,,,,,0.007649722222222222,0.003836388888888889,,,,,,0.003516944444444444,,,0.010880555555555557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,,,8.392821111111111,,,,,,,,,5.4078477777777785,,,,,,,,0.0,3.075047777777778,,,,,,0.0,,,0.002573888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,,,8.248301944444442,,,,,,,,,1.1402625000000004,,,,,,,,0.0,0.008927222222222222,,,,,,0.00025805555555555553,,,0.014807222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,,,5.9075211111111114,,,,,,,,,3.875787222222222,,,,,,,,0.0,1.092227777777778,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,,,1.4880125,,,,,,,,,1.5594158333333337,,,,,,,,0.0,0.01293,,,,,,0.0027102777777777776,,,8.361111111111111e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,,,4.372669444444444,,,,,,,,,0.9104394444444444,,,,,,,,0.0,2.197854444444444,,,,,,0.0,,,0.08310444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22,,,1.7919944444444447,,,,,,,,,0.1858252777777778,,,,,,,,0.0,0.8316158333333336,,,,,,0.0,,,0.06374833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,,,2.9010672222222227,,,,,,,,,1.2277730555555553,,,,,,,,0.0,1.7295438888888888,,,,,,0.0,,,0.0024225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,,,7.442584999999999,,,,,,,,,3.2758577777777775,,,,,,,,0.0047730555555555556,0.0013788888888888887,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25,,,3.959853055555556,,,,,,,,,2.5696330555555553,,,,0.06075555555555555,,,,0.0,0.10790333333333334,,,,,,0.0,,,0.0011527777777777777,0.44271333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,,,9.951991944444444,,,,,,,,,3.6914930555555556,,,,0.019124444444444444,,,,0.004051388888888889,0.006961666666666667,,,,,,0.0037205555555555555,,,0.0012630555555555555,1.9679730555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,,,7.169318055555555,,,,,,,,,1.1053066666666669,,,,0.04690527777777778,,,,0.250515,2.8442763888888893,,,,,,12.553935833333334,,,0.031025277777777777,2.691260833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,,,3.9426986111111106,,,,,,,,,0.6780683333333334,,,,0.018537500000000002,,,,0.0019136111111111112,0.0457175,,,,,,24.0,,,0.0,2.380907777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29,,,2.086828888888889,,,,,,,,,0.22670805555555554,,,,0.02701916666666667,,,,0.004338055555555556,1.3504725,0.011563055555555556,,,,,24.0,,,0.002513611111111111,4.6023097222222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,,,4.720025277777777,,,,,,,,,2.833891388888889,,,,0.03079416666666667,,,,0.0,0.11054861111111111,0.02553,,,,,0.0,,,0.0,2.330170555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,,,13.768486666666664,,,,,,,,,3.1185255555555558,,,,0.012570833333333333,,,,0.0,1.9185633333333332,3.1322636111111106,,,,,0.0,,,0.006066111111111111,5.3039652777777775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,,,4.852684166666667,,,,,,,,,10.290539722222222,,,,1.5565619444444443,,,,0.8120433333333335,2.590976944444444,2.1224480555555556,,,,,0.0,,,0.014441944444444445,3.1866819444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,,,6.133859722222222,,,,,,,,,3.8159386111111107,,,,0.23959472222222222,,,,3.4254013888888895,0.0052005555555555555,1.1605216666666667,,,,,0.0,,,0.0002216666666666667,3.2405727777777784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,,,3.9650541666666665,,,,,,,,,1.415951388888889,,,,0.0094075,0.011444444444444445,,,3.2086202777777775,0.0622611111111111,1.399497777777778,,,,,0.001051111111111111,,,0.0016197222222222223,4.602401666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,,,0.241205,,,,,,,,,0.810776388888889,,,,0.048135000000000004,0.0,,,0.005171944444444445,2.6632336111111115,2.1093452777777775,,,,,0.0,,,0.0010044444444444445,2.7260241666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-05,,,5.6558086111111106,,,,,,,,,3.1469058333333337,,,,0.07482305555555556,1.2392155555555555,,,0.0,0.8965330555555555,4.552442222222223,,,,,0.0,,,0.002386388888888889,3.846126944444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,,,3.6898863888888886,,,,,,,,,2.995916944444445,,,,0.01759972222222222,0.3437705555555556,,,0.0,2.1400669444444445,0.010770277777777778,,,,,0.0,,,0.5503641666666667,4.118731666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,,,7.962230277777778,,,,,,,,,4.501039722222222,,,,0.025247222222222223,0.16865305555555554,,,0.0,2.0998627777777776,3.187971666666667,,,,,0.0,,,0.025290277777777776,4.8612575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,,,5.264559444444444,,,,,,,,,4.427466944444443,,,,0.02832472222222222,10.10174277777778,,,0.02965,0.45930499999999996,0.003666388888888889,,,,,0.0,,,3.355994722222222,5.328154722222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,,,0.5396291666666666,,,,,,,,,2.956881666666667,,,,5.265093611111111,0.8823213888888888,,,0.0015680555555555554,1.28138,2.4920649999999998,,,,,0.0,,,0.9770863888888889,3.337573611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,,,4.119148333333333,,,,,,,,,1.7490072222222222,,,,0.025328888888888887,0.013232777777777777,,,0.0,0.007914444444444444,0.009206388888888889,,,,,0.00013166666666666665,,,0.0,4.102201388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,,,4.7621286111111125,,,,,,,,,3.6710761111111108,,,,0.4680666666666667,0.9433338888888888,,,0.0,0.0033877777777777777,0.0631525,,,,,0.0,,,0.0055475,3.26122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-12,,,6.692992222222222,,,,,,,,,4.030111111111111,,,,0.0024383333333333336,0.03803611111111112,,,15.917026388888889,0.430385,0.03983361111111111,,,,,0.0027030555555555558,,,0.003531111111111111,6.64787027777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,,,3.6184333333333334,,,,,,,,,2.728021944444444,,,,0.101655,0.24435249999999992,,,,0.8002811111111111,0.02788638888888889,,,,,0.0,,,0.07844305555555556,8.840830833333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,,,6.965786111111111,,,,,,,,,2.4653761111111114,,,,0.06927166666666666,1.6304680555555553,,,,0.04113472222222222,1.5936725,,,,,0.0,,,0.002449722222222222,5.447108611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,,,5.762603055555556,,,,,,,,,6.1114386111111125,,,,0.0012469444444444444,0.7922913888888888,,,,1.351301111111111,0.012698888888888888,,,,,0.0,,,0.007552499999999999,3.6375258333333327,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,,,5.717443333333334,,,,,,,,,2.6700333333333335,,,,0.0,2.294190833333333,,,,0.769885,0.9163247222222223,,,,,0.0013775,,,0.006815277777777778,3.1363733333333337,,1.212648888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,,,6.374813888888888,,,,,,,,,1.5808288888888888,,,,0.051022222222222226,0.4752808333333333,,,,0.3160577777777778,0.00973361111111111,,,,,0.0,,,0.009015,3.331542777777778,,0.014623333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,,,3.999268611111111,,,,,,,,,0.7952375,,,,0.02677527777777778,0.09919111111111109,,,,0.012197222222222222,0.0365175,,,,,0.0,,,0.002323333333333334,5.198695833333334,,2.870671388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-19,,,12.097850277777777,,,,,,,,,1.8239680555555557,,,,0.006517499999999999,0.6860733333333333,,,,0.7722955555555556,3.2360869444444442,,,,,1.566081388888889,,,0.0015130555555555557,7.0799569444444455,,0.8029030555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,,,24.0,,0.11739805555555553,,,,,,,2.331240555555556,,,,0.47160333333333326,0.0010994444444444443,,,,14.784984999999999,0.03854222222222222,,,,,0.0,,,0.027520833333333335,4.324285555555555,,0.5959438888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,,,24.0,,1.0668061111111113,,,,,,,1.426606388888889,,,,0.3030738888888889,0.0,,,,24.0,4.515951111111112,,,,,0.0,,,0.0,4.777075,,0.7113122222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,,,24.0,,1.1667472222222224,,,,,,,5.138531666666666,,,,0.003145833333333334,0.008752500000000002,,,,24.0,1.7756699999999999,,,,,11.008431944444446,,,0.004651111111111111,3.104729722222222,,4.078460833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,,,24.0,,3.4522886111111117,,,,,,,4.332845555555556,,,,0.07107333333333334,0.01339138888888889,,,,20.760460833333337,0.021377777777777777,,,,,24.0,,,0.0,3.7467275,,2.009724166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,,,12.730055,,2.2134341666666666,,,,,,,5.491352777777777,,,,0.008458888888888889,0.011558611111111112,,,,0.7269591666666667,4.314150277777778,,,,,24.0,,,0.0,3.385817777777778,,5.025981388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,,,0.0049,,0.018563611111111107,,,,,,,0.5031802777777777,,,,0.34132972222222224,1.1693855555555555,,,,0.9491141666666667,0.3568352777777777,,,,,24.0,,,0.0,3.9233594444444444,,0.5145136111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-26,,,6.7547991666666665,,0.7800491666666666,,,,,,,4.035102222222222,,,,0.006527222222222223,3.7237683333333336,,,,0.14430888888888885,0.12071722222222221,,,,,0.0,,,0.0023750000000000004,11.845050833333334,,0.36220138888888886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,,,3.2308641666666666,,1.640276944444444,,,,,,,3.802804722222222,,,,0.8464938888888889,1.6328966666666667,,,,0.04517333333333333,0.44388527777777775,,,,,0.0,,,0.02627083333333333,0.029482777777777778,,3.5025433333333327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,,,10.13495,,0.009132222222222222,,,,,,,3.2294388888888887,,,,2.1915144444444445,0.08482055555555557,,,,0.01450888888888889,1.64921,,,,,0.0,,,0.005693611111111111,0.13848166666666667,,0.091755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,,,0.0,,0.2739297222222222,,,,,,,3.7667647222222227,,,,0.14750527777777778,1.4034233333333337,,,,0.6912091666666667,2.311911666666667,,,,,0.0,,,0.02167388888888889,5.0742488888888895,,0.28025222222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,,,10.162062777777777,,0.08543083333333334,,,,,,,0.27861861111111114,,,,0.038261666666666666,0.0,,,,0.010652222222222221,5.176045277777778,,,,,0.0,,,0.007827222222222222,3.5744986111111112,,2.8306758333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,,,4.794092222222222,,0.003447222222222222,,,,,,,1.7139344444444444,,,,0.0075983333333333345,0.46335694444444453,,,,0.06724722222222221,0.35601611111111103,,,,,0.0,,,0.012564166666666668,7.297645,,1.418893611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,,,5.169115,,0.0,,,,,,,0.915926388888889,,,,0.0011830555555555557,0.0,,,,0.10340694444444445,0.7729680555555557,,,,,0.0,,,0.0,4.1360311111111105,,0.7967449999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03,,,6.293632222222222,,0.0,,,,,,,2.2250952777777777,,,,0.06565722222222221,2.126693611111112,,,,1.6943116666666669,0.03890888888888889,,,,,0.0,,,0.01572777777777778,7.308455555555556,,0.7341458333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,,,10.214265833333334,,0.0,,,,,,,4.1715325,,,,0.0065475,2.9233358333333332,,,,0.11136527777777777,1.4395608333333334,,,,,0.0,,,1.7583016666666669,4.0595075000000005,,6.340009166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,,,6.673283888888889,,0.6648413888888889,,,,,,,1.5500544444444444,,,,0.034835277777777784,3.059066388888889,,,,2.480414722222222,2.1006833333333335,,,,,0.0,,,0.0002575,5.788751944444444,,1.1778413888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,,,3.4275611111111113,,0.0,,,,,,,3.360303611111111,,,,0.029003611111111105,5.609837500000001,,,,0.12155194444444445,0.6091300000000002,,,,,0.0,,,0.0,5.981772777777778,,0.5272525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,,,7.947180555555556,,1.7562094444444443,,,,,,,2.422206111111111,,,,0.0022569444444444442,3.4453747222222226,,,,0.007163888888888888,1.1573444444444445,,,,,0.0018575000000000002,,,0.0002163888888888889,5.908105555555556,,1.4526147222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,,,5.344155,,0.5063311111111112,,,,,,,3.432851944444444,,,,0.053935277777777776,0.00923361111111111,,,,0.5810422222222222,1.6882980555555551,,,,,0.0,,,0.0,8.109603611111112,,10.543040555555557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,,,4.838772222222222,,0.0003875,,,,,,,6.438606388888889,,,,0.004823611111111111,4.707495555555555,,,,0.38411416666666665,0.7378394444444445,,,,,0.0,,,0.0008797222222222221,0.0,,0.6974250000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,,,2.8930575000000003,,0.6061561111111112,,,,,,,3.881293888888889,,,,0.03416361111111111,0.003418333333333334,,,,0.0015308333333333333,0.3206077777777778,,,,,0.0,,,1.3781433333333335,0.1923513888888889,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,,,3.431960833333333,,1.493430277777778,,,,,,,2.5458136111111105,,,,0.07511194444444444,0.7669516666666666,,,,0.9086330555555555,1.1610005555555556,,,,,0.0,,,0.0037758333333333333,3.7038294444444446,,2.650385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,,,8.381849444444445,,0.031477222222222226,,,,,,,3.4100225,,,,0.009040277777777777,3.0193497222222225,,,,1.116655,2.8744205555555555,,,,,0.002387222222222222,,,3.063007777777777,3.8368399999999996,,1.070395,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,,,3.1942611111111114,,0.0006958333333333332,,,,,,,3.0627755555555556,,,,0.0192175,2.9265819444444445,,,,1.6287661111111111,0.48715472222222217,,,,,0.030536944444444446,,,0.0016219444444444447,5.903189444444444,,3.0940077777777777,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
